"frn","provider_id","brand_name","cnt_locations","cnt_locations_services","has_copperwire","has_coaxial_cable","has_fiber","has_wireless","has_satel","array_agg"
"0001687326","150335 ","Wharton County Electric Cooperative Inc.","499","502",False,False,False,True,False,"{TX}"
"0001687557","131234 ","Southwest Texas Communications","4457","4647",True,False,True,True,False,"{TX}"
"0001687813","131413 ","Windstream Communications Kerrville, LLC","16742","25437",True,False,True,False,False,"{TX}"
"0001687979","450052 ","Guadalupe Valley Electric Coop","190783","365678",False,False,True,True,False,"{TX}"
"0001692268","440018 ","DiamondNet","3703","3703",False,False,True,False,False,"{OK}"
"0001698752","130195 ","Canadian Valley Telephone Company","1810","1810",True,False,False,False,False,"{OK}"
"0001699412","190233 ","Oklahoma Western Telephone Company","935","1250",True,False,True,False,False,"{OK}"
"0001699578","440000 ","Oklatel","3839","5085",True,False,False,True,False,"{OK}"
"0001699776","131039 ","Pine Telephone Company","8109","8109",True,False,True,False,False,"{OK}"
"0001700186","130201 ","Carnegie Telephone Company","1624","1699",True,False,True,True,False,"{OK}"
"0001700418","131007 ","Panhandle Telephone","14660","14807",True,False,True,True,False,"{NM,OK,TX}"
"0001700459","130561 ","Grand Telephone Company","5059","6273",True,False,True,False,False,"{OK}"
"0001700616","130366 ","Cross Telephone Company","10566","10566",True,False,False,False,False,"{OK}"
"0001700616","130366 ","Cross Telephone Company, LLC","2428","2460",True,False,True,False,False,"{OK}"
"0001700632","130425 ","McLoud Telephone Co","10832","10832",True,False,True,False,False,"{OK}"
"0001700855","130130 ","Bixby Telephone Co","15043","15043",True,False,True,False,False,"{OK}"
"0001700863","131045 ","Pioneer Telephone Cooperative, Inc.","75157","109498",True,False,True,False,False,"{KS,OK,TX}"
"0001700905","130226 ","Central Oklahoma Telephone Co., LLC","3324","4177",True,False,True,False,False,"{OK}"
"0001700947","130107 ","Beggs Telephone Company, Inc.","2187","2187",True,False,True,False,False,"{OK}"
"0001701275","130794 ","Cimarron Telephone Company","8335","8479",True,False,True,False,False,"{OK}"
"0001704246","131007 ","Panhandle Telephone","9606","9665",True,True,True,True,False,"{TX}"
"0001714146","130685 ","Kaplan Telephone Co Inc","3713","3725",True,False,True,True,False,"{LA}"
"0001714567","130939 ","NortheastTel","2114","2114",False,False,True,False,False,"{LA}"
"0001715937","131226 ","Fastwyre Broadband","7881","7881",True,False,True,False,False,"{LA,TX}"
"0001717743","130340 ","ConwayCorp","20745","20745",False,True,True,False,False,"{AR}"
"0001717859","460041 ","Hope Water & Light","4381","4381",False,False,True,False,False,"{AR}"
"0001730126","131362 ","Walnut Hill Telephone Company","8546","9096",True,False,True,True,False,"{AR,LA,OK}"
"0001730142","131214 ","SOUTH ARKANSAS TELEPHONE COMPANY","4479","4887",True,False,True,False,False,"{AR}"
"0001730944","131518 ","Mountain View Telephone Company","7736","10272",True,True,True,False,False,"{AR}"
"0001730969","130768 ","Madison County Telephone Company","5034","5034",True,False,True,False,False,"{AR}"
"0001731280","131518 ","Yelcot Holding Group Inc","4420","6659",True,True,True,False,False,"{AR}"
"0001731470","170001 ","Claro","979258","1314141",True,False,True,False,False,"{PR}"
"0001731710","130427 ","Ritter Communications Inc.","8593","8593",True,False,False,False,False,"{AR}"
"0001731785","131232 ","SWAT","7959","8358",True,False,True,False,False,"{AR,TX}"
"0001731850","130882 ","Northern Arkansas Telephone Company Inc","10451","13153",True,False,True,False,False,"{AR}"
"0001732668","130386 ","ZING Broadband by PGTelco","13682","13682",True,False,True,False,False,"{AR}"
"0001742170","131302 ","Franklin Telephone Co. Inc","16155","16155",True,False,True,False,False,"{MS}"
"0001742501","140030 ","Bruce Telephone Company","3274","3274",True,False,True,False,False,"{MS}"
"0001745603","190367 ","Sylacauga Utilities Board","5719","5719",False,False,True,False,False,"{AL}"
"0001753557","131480 ","WOW Internet, Cable & Phone","1639526","1639526",True,True,True,False,False,"{AL,FL,GA,MI,SC,TN}"
"0001753870","131038 ","Pine Belt Telephone Co Inc","2943","2943",False,False,True,False,False,"{AL}"
"0001753938","131226 ","Fastwyre Broadband","2938","4455",True,False,True,False,False,"{AL}"
"0001754738","260000 ","Farmers Telecommunications Cooperative, Inc.","22845","22845",False,False,True,False,False,"{AL}"
"0001756089","130844 ","Millry Communications","9031","9031",True,False,True,False,False,"{AL,MS}"
"0001758846","370127 ","LightTube","8612","8612",False,False,True,False,False,"{TN}"
"0001761766","430054 ","MILAN CONNECT","2392","2392",False,False,True,False,False,"{TN}"
"0001762582","260009 ","Columbia Power and Water Systems","17702","17702",False,True,True,False,False,"{TN}"
"0001762939","160108 ","Bristol Tennessee Essential Services","27356","27356",False,False,True,False,False,"{TN}"
"0001768159","130396 ","Advantage Cellular Systems, Inc.","6052","6052",False,False,True,False,False,"{TN}"
"0001769405","370129 ","UNION CITY ENERGY AUTHORITY","4029","4029",False,False,True,False,False,"{TN}"
"0001772888","130068 ","Ardmore Telephone Company","13497","13497",True,False,True,False,False,"{AL,TN}"
"0001773225","131611 ","Highland Telephone Cooperative","26192","26192",False,False,True,False,False,"{KY,TN}"
"0001773464","130112 ","Ben Lomand Rural Telephone Coop., Inc","41038","41038",True,False,True,False,False,"{TN}"
"0001773670","131384 ","Twin Lakes","44832","90312",True,False,True,False,False,"{KY,TN}"
"0001775295","131378 ","Brindlee Mountain Telephone LLC","13674","13674",True,False,True,False,False,"{AL}"
"0001778893","130446 ","Glasgow EPB","7803","7803",False,True,False,False,False,"{KY}"
"0001779420","190184 ","Henderson Municipal Power & Light","398","398",False,False,True,False,False,"{KY}"
"0001779594","190089 ","City of Williamstown","2071","2071",False,True,True,False,False,"{KY}"
"0001783414","190282 ","Owensboro Municipal Utilities","20001","20001",False,False,True,False,False,"{KY}"
"0001783612","150312 ","City of Rusellville Electric Plantboard Smartnet","4550","4550",False,False,True,False,False,"{KY}"
"0001783653","330031 ","Franklin EPB Fiber","5824","5824",False,False,True,False,False,"{KY}"
"0001791995","130655 ","Coalfields Telephone Company","5768","5768",False,True,False,False,False,"{KY}"
"0001791995","130655 ","Inter-Mountain Cable Inc","26532","27256",False,True,True,False,False,"{KY,VA,WV}"
"0001791995","130655 ","Mikrotec CATV, LLC","4489","4489",False,True,False,False,False,"{KY,WV}"
"0001792563","190182 ","Harlan Community Television Inc","7545","7545",False,True,False,False,False,"{KY}"
"0001792621","130068 ","West Kentucky Rural Telephone Coop Corp Inc","41350","41350",False,False,True,False,False,"{KY,TN}"
"0001792696","131216 ","South Central Rural Telecommunications Cooperative","27920","27920",True,False,True,False,False,"{KY}"
"0001792787","130865 ","Mountain Rural Telephone Coop.,Corp.,Inc.","18978","18978",False,False,True,False,False,"{KY}"
"0001813369","240037 ","FPUAnet Communications","582","582",False,False,True,False,False,"{FL}"
"0001824325","180014 ","City of LaGrange Telecommunications","726","726",False,False,True,False,False,"{GA}"
"0001825124","130272 ","CNSNext","475","476",False,True,True,False,False,"{GA}"
"0001833193","131051 ","Plant Telephone Company","11536","11536",True,False,True,False,False,"{GA}"
"0001834696","130360 ","Cox Communications","7502887","7502887",False,True,True,False,False,"{AR,AZ,CA,CT,FL,GA,IA,ID,KS,LA,MA,MO,NC,NE,NV,OH,OK,RI,VA}"
"0001844554","300086 ","NCREN","239","239",False,False,True,False,False,"{NC}"
"0001855287","131113 ","RINGGOLD TELEPHONE COMPANY","13949","13949",True,False,True,False,False,"{GA,TN}"
"0001855287","131113 ","RTC SOLUTIONS, INC","1278","1278",False,False,True,False,False,"{GA}"
"0001855337","130265 ","Citizens Telephone Company","8465","9136",True,True,True,False,False,"{GA}"
"0001856145","131413 ","Windstream Accucomm Telecom, LLC","3600","5560",True,True,True,False,False,"{GA}"
"0001856236","131076 ","Public Service Telephone Company","9969","9969",True,False,True,False,False,"{GA}"
"0001856400","130391 ","Darien Telephone Company, Inc.","7099","7099",False,True,True,False,False,"{GA}"
"0001856426","130151 ","Brantley Telephone Co","8914","8914",False,False,True,False,False,"{GA}"
"0001856483","140030 ","Chickamauga Telephone Corporation","7350","7350",True,False,True,False,False,"{GA}"
"0001856566","130746 ","HTC","13829","18394",True,True,True,False,False,"{GA}"
"0001856673","131041 ","Pineland Telephone Cooperative","14793","14793",False,False,True,False,False,"{GA}"
"0001857598","131485 ","Relyant Communications","11907","11907",False,False,True,False,False,"{GA}"
"0001857952","130077 ","AT&T Inc","12375555","15736990",True,False,True,True,False,"{AL,FL,GA,KY,LA,MS,NC,SC,TN}"
"0001858760","150258 ","ETC","46708","51522",True,True,True,False,False,"{GA,NC,TN}"
"0001858927","470018 ","COASTAL FIBER","1484","1484",False,False,True,False,False,"{GA}"
"0001859339","460645 ","Altamaha Fiber","7709","7709",False,False,True,False,False,"{GA}"
"0001886464","131158 ","Sandhill Telephone Cooperative, Inc.","16671","16829",True,False,True,False,False,"{SC}"
"0001886704","130183 ","Hargray Telephone Co, Inc.","56","56",False,True,False,False,False,"{GA}"
"0001886704","130183 ","Hargray Telephone Co. Inc","65280","139506",True,True,True,False,False,"{GA,SC}"
"0001886860","131005 ","Palmetto Rural Telephone Cooperative, Inc.","14615","14615",False,False,True,False,False,"{SC}"
"0001886944","130620 ","Horry Telephone Cooperative, Inc","159382","159415",True,True,True,False,False,"{SC}"
"0001886977","131459 ","West Carolina Communications, LLC","13838","13838",False,False,True,False,False,"{GA,SC}"
"0001887025","130490 ","FTC","66635","66683",True,False,True,False,False,"{SC}"
"0001887116","130242 ","TruVista Communications – CLEC","33792","33792",False,True,True,False,False,"{SC}"
"0001887140","131036 ","Piedmont Rural Telephone Cooperative, Inc.","15299","15299",False,False,True,False,False,"{SC}"
"0001887728","131125 ","Comporium Chesnee","7568","7568",True,True,True,False,False,"{NC,SC}"
"0001888718","131125 ","Comporium","69091","69096",True,True,True,False,False,"{NC,SC}"
"0001889245","131125 ","Comporium Lancaster","26416","26416",True,True,True,False,False,"{SC}"
"0001889617","131125 ","Comporium Fort Mill","45772","45772",True,True,True,False,False,"{NC,SC}"
"0001912138","131486 ","RIVERSTREET NETWORKS","4336","4336",False,False,True,False,False,"{NC}"
"0001913979","131042 ","Pineville Communication Systems","2534","2841",True,False,True,False,False,"{NC}"
"0001940022","130926 ","Carolina West Wireless","311402","311402",False,False,False,True,False,"{NC}"
"0001951144","130082 ","FOCUS BROADBAND","59067","77849",True,True,True,False,False,"{NC}"
"0001951284","131089 ","Randolph Telephone Membership Corp","19008","28623",True,False,True,False,False,"{NC}"
"0001952555","131199 ","SKYLINE TELEPHONE MEMBERSHIP CORPORATION","39157","60379",True,False,True,False,False,"{NC,TN,VA}"
"0001952605","131283 ","Piedmont Communications","2791","2791",False,True,False,False,False,"{NC}"
"0001952605","131283 ","Surry Telephone Membership Corp","19924","34424",True,False,True,False,False,"{NC}"
"0001959758","131413 ","Windstream Lexcom Communications, Inc.","30765","55234",True,True,True,False,False,"{NC}"
"0001960673","380045 ","French Broad Electric Membership Corporation","13581","13581",False,False,True,False,False,"{NC,TN}"
"0001960962","131252 ","Star Communications","25389","40620",True,False,True,False,False,"{NC}"
"0001961416","131125 ","Comporium Brevard","18768","18768",True,True,True,False,False,"{NC,SC}"
"0001962588","131425 ","Verizon","74","74",True,False,False,False,False,"{NC}"
"0002008043","130588 ","Hardy Communications Inc","1004","1004",True,False,False,False,False,"{WV}"
"0002008043","130588 ","Hardy Communications Inc.","58","58",False,False,False,True,False,"{WV}"
"0002008043","130588 ","Hardy Telecommunications Inc.","4221","4221",False,False,True,False,False,"{WV}"
"0002009405","131303 ","West Side Telecommunications","2326","2326",True,False,True,False,False,"{PA,WV}"
"0002061653","131024 ","Pembroke Telephone Cooperative","3522","3522",True,False,True,False,False,"{VA}"
"0002064145","131181 ","Glo Fiber","152815","152815",False,False,True,False,False,"{MD,PA,VA,WV}"
"0002064145","131181 ","Glo Fiber Enterprise","1697","1697",False,False,True,False,False,"{MD,PA,VA,WV}"
"0002064145","131181 ","Shentel","183019","183019",False,True,True,False,False,"{KY,MD,VA,WV}"
"0002069862","131170 ","Scott County Telephone Coop","7829","7863",True,False,True,False,False,"{TN,VA}"
"0002071579","130901 ","New Hope Telephone Cooperative","1171","2155",True,False,True,False,False,"{VA}"
"0002072668","131181 ","Glo Fiber Enterprise","160","160",False,False,True,False,False,"{VA}"
"0002072668","131181 ","Shentel","9400","9400",True,True,True,False,False,"{VA}"
"0002072916","440025 ","Bee Online Advantage","943","943",False,False,True,False,False,"{VA}"
"0002073203","131425 ","Verizon","1710389","1737323",True,False,True,False,False,"{VA}"
"0002073427","380016 ","BARC Connects","8313","8313",False,False,True,False,False,"{VA}"
"0002109213","131425 ","Verizon","118680","131911",True,False,True,False,False,"{DC}"
"0002154367","131167 ","Antietam Cable","45878","53165",False,True,True,False,False,"{MD}"
"0002154706","131208 ","Smith Bagley Inc","42449","42449",False,False,False,True,False,"{AZ,NM,UT}"
"0002166825","131425 ","Verizon","1497744","1520779",True,False,True,False,False,"{MD,MS,PA}"
"0002212314","130697 ","Kingdom Telephone Co","5633","5633",False,False,True,False,False,"{MO}"
"0002285260","131145 ","S&T TELEPHONE CO","2965","2965",False,False,True,False,False,"{CO,KS}"
"0002295400","230006 ","City of Chanute","2427","2427",False,False,True,False,False,"{KS}"
"0002320430","131141 ","Nex-Tech","53181","101344",True,False,True,True,False,"{KS,NE}"
"0002323731","130684 ","KanOkla Communications","6318","6687",False,False,True,True,False,"{KS,OK}"
"0002327153","131395 ","United Communications Association Inc","1819","1826",False,True,True,False,False,"{KS}"
"0002329662","300192 ","S&A Telephone Co., Inc.","1268","1301",True,False,True,False,False,"{KS}"
"0002330843","130460 ","Epic Touch","1224","1224",False,False,True,False,False,"{KS,OK}"
"0002331262","130144 ","Blue Valley Tele-Communications, Inc.","4863","4863",False,False,True,False,False,"{KS,NE}"
"0002332930","131900 ","Cunningham Telephone & Cable","2008","2912",False,True,True,False,False,"{KS}"
"0002333649","131087 ","Rainbow Telecommunications Association dba RainbowCommunications","2387","4774",False,False,True,False,False,"{KS}"
"0002333672","130551 ","Wheat State Technologies","3341","3341",False,False,True,False,False,"{KS}"
"0002333839","420187 ","Golden Belt Telephone Association, Inc","7291","7291",True,False,True,False,False,"{KS}"
"0002333888","140092 ","The Southern Kansas Telephone Company, Inc.","5163","12456",True,True,True,True,False,"{KS}"
"0002334225","130364 ","Craw Kan Telephone Cooperative Inc","35104","35104",True,False,True,False,False,"{KS,MO,OK}"
"0002334407","140092 ","Twin Valley Telephone,Inc","8005","8005",False,False,True,False,False,"{KS}"
"0002334407","140092 ","Twin Valley Telephone, Inc","2455","2455",True,False,False,False,False,"{KS}"
"0002334795","131044 ","""Pioneer Communications""","16965","17946",True,True,True,False,False,"{CO,KS}"
"0002335099","131395 ","United Telephone Assn Inc","5400","5400",True,False,True,False,False,"{KS,OK}"
"0002336105","131141 ","Nex-Tech","20255","20364",True,False,True,False,False,"{KS,NE}"
"0002339976","130860 ","Moundridge Telephone Company","2243","2542",True,False,True,True,False,"{KS}"
"0002387033","130546 ","Glenwood Network Services, Inc.","1469","1469",False,False,True,False,False,"{NE}"
"0002387264","130114 ","BWTelcom","1201","1245",True,False,True,False,False,"{KS,NE}"
"0002387868","130361 ","Cozad Telephone Company","2646","2646",True,False,True,False,False,"{NE}"
"0002388262","130546 ","Glenwood Telephone Membership Corporation","3379","3379",False,False,True,False,False,"{NE}"
"0002388361","210095 ","Superior iNET","4657","5262",False,False,True,True,False,"{KS,NE}"
"0002388684","131349 ","Three River Telco","1939","1939",False,False,True,False,False,"{NE,SD}"
"0002388882","130941 ","Northeast Nebraska Telephone Company","10701","10701",False,False,True,False,False,"{NE,SD}"
"0002392249","131461 ","Westel_Systems","1413","1413",False,False,True,False,False,"{NE}"
"0002393379","150250 ","Diller Telephone Company","1193","1193",False,False,True,False,False,"{KS,NE}"
"0002393544","131043 ","Cambridge Telephone Company","1391","1391",True,False,True,False,False,"{NE}"
"0002405215","130274 ","City of Faith Municipal Telephone Company","281","281",False,False,True,False,False,"{SD}"
"0002426831","130243 ","CRST Telecom, Inc.","255","510",False,False,True,False,False,"{SD}"
"0002426831","130243 ","CRST Telephone Authority","2843","5686",False,False,True,False,False,"{SD}"
"0002429686","270099 ","Western Communications, Inc.","275","275",False,False,False,True,False,"{SD}"
"0002430163","140101 ","West River Cooperative Telephone Company","4612","4612",False,False,True,False,False,"{MT,ND,SD}"
"0002430510","131409 ","Valley Telecommunications Cooperative Association*","4520","4520",False,False,True,False,False,"{SD}"
"0002430536","130828 ","Midstate Communications","7772","7772",False,False,True,False,False,"{SD}"
"0002430684","130550 ","Golden West Telecommunications","49953","52163",True,True,True,False,False,"{NE,SD,WY}"
"0002430916","130797 ","TrioTel Communications INc","3296","3296",False,False,True,False,False,"{SD}"
